,Gender,Home Location,Level of Education,Age(Years),Number of Subjects,Device type used to attend classes,Economic status,Family size,Internet facility in your locality,Are you involved in any sports?,Do elderly people monitor you?,Study time (Hours),Sleep time (Hours),Time spent on social media (Hours),Interested in Gaming?,Have separate room for studying?,Engaged in group studies?,Average marks scored before pandemic in traditional classroom,Your interaction in online mode,Clearing doubts with faculties in online mode,Interested in?,Performance in online,Your level of satisfaction in Online Education
362,Male,Urban,Under Graduate,20.0,8.0,Laptop,Middle Class,4.0,3.0,Yes,Yes,4.0,5.0,3.0,Yes,No,No,71-80,2.0,2.0,Both,6.0,Average
363,Female,Urban,Under Graduate,21.0,9.0,Mobile,Middle Class,5.0,4.0,No,Yes,4.0,7.0,3.0,Yes,No,No,11-20,2.0,1.0,Theory,5.0,Bad
365,Male,Urban,Under Graduate,20.0,8.0,Laptop,Middle Class,6.0,4.0,No,Yes,3.0,7.0,1.0,Yes,No,No,81-90,1.0,1.0,Theory,6.0,Average
366,Male,Urban,School,19.0,7.0,Laptop,Rich,3.0,4.0,Yes,No,2.0,8.0,4.0,No,No,yes,91-100,3.0,1.0,Both,8.0,Average
368,Male,Urban,Under Graduate,20.0,7.0,Laptop,Middle Class,5.0,5.0,No,No,6.0,7.0,3.0,No,Yes,No,71-80,3.0,3.0,Practical,7.0,Average
369,Female,Urban,Under Graduate,20.0,9.0,Laptop,Middle Class,4.0,4.0,No,Yes,3.0,6.0,2.0,Yes,Yes,No,81-90,3.0,2.0,Both,6.0,Average
370,Male,Urban,School,18.0,4.0,Laptop,Middle Class,4.0,5.0,Yes,No,2.0,7.0,3.0,No,No,No,81-90,2.0,1.0,Theory,8.0,Average
371,Male,Rural,Under Graduate,19.0,7.0,Laptop,Middle Class,4.0,5.0,No,Yes,5.0,7.0,5.0,Yes,No,No,91-100,1.0,2.0,Theory,10.0,Average
372,Male,Urban,Under Graduate,19.0,5.0,Laptop,Middle Class,3.0,5.0,No,No,5.0,6.0,1.0,No,Yes,yes,81-90,2.0,3.0,Practical,7.0,Bad
373,Male,Rural,Under Graduate,19.0,5.0,Mobile,Middle Class,4.0,2.0,Yes,Yes,5.0,6.0,2.0,Yes,No,No,81-90,3.0,3.0,Practical,6.0,Good
374,Female,Urban,Under Graduate,20.0,7.0,Laptop,Rich,4.0,4.0,Yes,Yes,3.0,8.0,3.0,No,Yes,yes,81-90,3.0,4.0,Practical,6.0,Average
376,Male,Rural,Under Graduate,21.0,7.0,Laptop,Middle Class,6.0,4.0,Yes,No,4.0,6.0,3.0,Yes,Yes,No,81-90,3.0,2.0,Practical,8.0,Bad
377,Male,Urban,Under Graduate,20.0,4.0,Laptop,Rich,4.0,5.0,No,No,1.0,6.0,2.0,Yes,No,No,61-70,1.0,1.0,Both,8.0,Bad
380,Female,Urban,Under Graduate,20.0,8.0,Laptop,Middle Class,5.0,5.0,Yes,Yes,4.0,7.0,2.0,No,Yes,No,81-90,2.0,2.0,Practical,5.0,Bad
381,Male,Urban,Under Graduate,19.0,4.0,Mobile,Middle Class,4.0,3.0,Yes,Yes,2.0,8.0,2.0,Yes,Yes,yes,51-60,2.0,1.0,Practical,3.0,Average
382,Male,Urban,Under Graduate,19.0,7.0,Laptop,Middle Class,5.0,5.0,Yes,No,2.0,6.0,4.0,No,No,No,81-90,2.0,1.0,Both,5.0,Bad
383,Female,Rural,Under Graduate,19.0,8.0,Laptop,Middle Class,4.0,3.0,No,No,2.0,6.0,3.0,No,Yes,No,91-100,4.0,2.0,Both,6.0,Average
384,Male,Urban,Under Graduate,20.0,6.0,Mobile,Middle Class,4.0,3.0,Yes,Yes,2.0,7.0,4.0,No,Yes,No,71-80,2.0,2.0,Practical,6.0,Bad
385,Female,Urban,Under Graduate,19.0,7.0,Laptop,Middle Class,6.0,2.0,No,Yes,1.0,8.0,3.0,No,Yes,No,91-100,3.0,1.0,Both,4.0,Bad
386,Male,Urban,Under Graduate,21.0,6.0,Laptop,Middle Class,4.0,4.0,No,No,7.0,6.0,1.0,No,No,No,61-70,1.0,1.0,Practical,7.0,Good
387,Male,Urban,Under Graduate,21.0,7.0,Laptop,Middle Class,4.0,3.0,No,No,2.0,6.0,4.0,Yes,Yes,No,61-70,2.0,2.0,Both,6.0,Average
389,Male,Urban,Under Graduate,20.0,8.0,Mobile,Middle Class,3.0,3.0,No,No,3.0,5.0,1.0,Yes,No,No,91-100,2.0,1.0,Both,6.0,Bad
390,Female,Urban,Under Graduate,22.0,8.0,Laptop,Middle Class,3.0,4.0,No,No,4.0,6.0,3.0,No,Yes,No,91-100,2.0,2.0,Both,5.0,Average
391,Male,Rural,Under Graduate,22.0,5.0,Mobile,Middle Class,4.0,4.0,No,Yes,4.0,8.0,2.0,No,Yes,yes,61-70,3.0,4.0,Both,6.0,Average
392,Male,Rural,Under Graduate,22.0,6.0,Laptop,Poor,5.0,2.0,No,No,6.0,6.0,2.0,No,No,yes,61-70,3.0,3.0,Theory,6.0,Average
394,Female,Rural,Under Graduate,22.0,5.0,Laptop,Middle Class,3.0,4.0,No,Yes,7.0,8.0,4.0,Yes,Yes,yes,71-80,4.0,4.0,Practical,8.0,Average
395,Female,Urban,Under Graduate,22.0,4.0,Laptop,Middle Class,6.0,3.0,No,Yes,6.0,5.0,1.0,Yes,Yes,yes,81-90,2.0,2.0,Practical,6.0,Average
396,Female,Rural,Under Graduate,22.0,5.0,Laptop,Middle Class,4.0,2.0,No,Yes,6.0,6.0,4.0,No,Yes,yes,71-80,3.0,3.0,Practical,7.0,Bad
397,Male,Urban,School,20.0,7.0,Laptop,Middle Class,3.0,3.0,Yes,Yes,5.0,8.0,4.0,Yes,Yes,yes,81-90,2.0,1.0,Both,5.0,Average
398,Male,Urban,Under Graduate,20.0,7.0,Laptop,Middle Class,6.0,5.0,Yes,No,3.0,8.0,2.0,No,Yes,No,91-100,1.0,3.0,Both,6.0,Average
399,Female,Rural,Under Graduate,22.0,6.0,Laptop,Middle Class,5.0,3.0,No,Yes,7.0,6.0,2.0,No,Yes,yes,61-70,3.0,3.0,Theory,6.0,Average
402,Female,Rural,Under Graduate,22.0,6.0,Mobile,Middle Class,4.0,3.0,No,Yes,9.0,6.0,3.0,No,Yes,No,61-70,3.0,3.0,Practical,6.0,Average
404,Female,Urban,Under Graduate,23.0,5.0,Laptop,Middle Class,4.0,2.0,No,Yes,8.0,7.0,3.0,No,No,yes,81-90,4.0,3.0,Practical,6.0,Average
406,Male,Rural,Under Graduate,22.0,5.0,Laptop,Middle Class,6.0,2.0,Yes,Yes,2.0,8.0,1.0,Yes,Yes,yes,71-80,2.0,1.0,Practical,3.0,Bad
409,Male,Urban,Under Graduate,21.0,5.0,Laptop,Middle Class,5.0,5.0,No,No,5.0,6.0,2.0,No,Yes,yes,61-70,3.0,3.0,Both,6.0,Average
410,Female,Urban,Under Graduate,21.0,5.0,Laptop,Middle Class,6.0,3.0,No,Yes,5.0,4.0,1.0,No,No,yes,81-90,3.0,2.0,Practical,4.0,Average
411,Male,Urban,Under Graduate,21.0,5.0,Laptop,Middle Class,4.0,2.0,No,No,3.0,5.0,2.0,Yes,Yes,yes,71-80,3.0,2.0,Both,8.0,Average
412,Female,Urban,Under Graduate,20.0,4.0,Laptop,Middle Class,5.0,5.0,No,No,2.0,7.0,2.0,No,Yes,No,71-80,4.0,3.0,Both,8.0,Average
414,Male,Urban,Under Graduate,21.0,4.0,Laptop,Middle Class,4.0,4.0,Yes,No,5.0,7.0,2.0,Yes,Yes,yes,81-90,4.0,3.0,Both,6.0,Bad
415,Male,Urban,Under Graduate,23.0,6.0,Laptop,Middle Class,4.0,4.0,No,Yes,2.0,7.0,1.0,No,Yes,yes,61-70,5.0,5.0,Practical,9.0,Good
416,Male,Urban,Under Graduate,21.0,3.0,Laptop,Middle Class,4.0,4.0,Yes,Yes,4.0,8.0,3.0,No,No,No,61-70,4.0,3.0,Both,6.0,Average
417,Female,Urban,Under Graduate,23.0,6.0,Mobile,Poor,4.0,2.0,No,Yes,6.0,8.0,2.0,Yes,Yes,No,51-60,4.0,4.0,Both,6.0,Average
418,Female,Urban,Under Graduate,21.0,3.0,Laptop,Middle Class,4.0,5.0,No,No,2.0,7.0,1.0,No,Yes,No,81-90,3.0,3.0,Both,10.0,Average
419,Female,Urban,Under Graduate,21.0,5.0,Mobile,Middle Class,5.0,4.0,No,Yes,7.0,8.0,1.0,Yes,Yes,yes,71-80,3.0,5.0,Practical,7.0,Good
420,Male,Urban,Under Graduate,20.0,9.0,Mobile,Middle Class,4.0,3.0,No,No,2.0,7.0,2.0,Yes,No,yes,91-100,2.0,3.0,Practical,7.0,Average
422,Male,Urban,Under Graduate,21.0,10.0,Laptop,Middle Class,6.0,2.0,No,Yes,8.0,7.0,1.0,Yes,No,No,81-90,1.0,1.0,Both,6.0,Bad
423,Male,Urban,Under Graduate,21.0,7.0,Laptop,Middle Class,4.0,4.0,No,No,5.0,9.0,1.0,Yes,Yes,No,91-100,3.0,2.0,Both,7.0,Bad
426,Female,Urban,Under Graduate,20.0,5.0,Laptop,Middle Class,5.0,5.0,No,Yes,5.0,6.0,3.0,Yes,Yes,yes,81-90,3.0,3.0,Both,8.0,Bad
428,Female,Urban,Under Graduate,20.0,7.0,Laptop,Middle Class,4.0,5.0,Yes,Yes,1.0,7.0,4.0,Yes,Yes,yes,81-90,4.0,4.0,Both,4.0,Bad
429,Male,Urban,Under Graduate,21.0,5.0,Laptop,Middle Class,4.0,5.0,Yes,No,1.0,7.0,4.0,Yes,Yes,yes,91-100,5.0,5.0,Both,10.0,Average
433,Female,Urban,Under Graduate,23.0,6.0,Laptop,Middle Class,4.0,4.0,No,Yes,5.0,6.0,1.0,No,No,No,61-70,3.0,3.0,Practical,6.0,Average
434,Female,Urban,Under Graduate,19.0,6.0,Laptop,Middle Class,4.0,5.0,Yes,No,4.0,8.0,2.0,No,No,yes,81-90,3.0,3.0,Practical,8.0,Average
437,Female,Urban,Under Graduate,22.0,3.0,Laptop,Middle Class,4.0,5.0,Yes,No,2.0,8.0,1.0,No,Yes,yes,81-90,4.0,1.0,Both,8.0,Bad
438,Male,Urban,Under Graduate,21.0,4.0,Laptop,Rich,5.0,4.0,Yes,No,5.0,7.0,5.0,No,No,No,91-100,4.0,4.0,Practical,10.0,Average
442,Male,Urban,Under Graduate,19.0,9.0,Laptop,Middle Class,4.0,5.0,No,No,4.0,6.0,2.0,No,Yes,No,71-80,5.0,5.0,Practical,9.0,Good
443,Male,Urban,School,19.0,5.0,Laptop,Middle Class,3.0,5.0,No,No,3.0,7.0,3.0,Yes,Yes,No,91-100,2.0,1.0,Practical,3.0,Bad
446,Male,Rural,Under Graduate,19.0,7.0,Mobile,Middle Class,5.0,3.0,No,No,3.0,7.0,2.0,Yes,Yes,No,61-70,3.0,3.0,Practical,6.0,Average
447,Male,Urban,Under Graduate,17.0,6.0,Laptop,Middle Class,5.0,5.0,No,No,4.0,7.0,1.0,No,Yes,No,81-90,4.0,4.0,Theory,8.0,Good
448,Male,Urban,Under Graduate,21.0,5.0,Laptop,Middle Class,5.0,5.0,Yes,Yes,4.0,7.0,2.0,No,No,No,71-80,2.0,4.0,Practical,9.0,Average
449,Male,Urban,Under Graduate,21.0,6.0,Laptop,Middle Class,5.0,5.0,Yes,Yes,3.0,7.0,1.0,No,Yes,yes,81-90,2.0,1.0,Practical,4.0,Bad
450,Female,Urban,Under Graduate,21.0,5.0,Laptop,Rich,4.0,5.0,No,No,4.0,8.0,5.0,No,No,No,81-90,3.0,3.0,Practical,7.0,Average
451,Female,Urban,Under Graduate,21.0,3.0,Laptop,Middle Class,4.0,4.0,No,No,3.0,8.0,1.0,No,No,No,81-90,3.0,3.0,Both,7.0,Average
452,Male,Urban,Under Graduate,21.0,5.0,Laptop,Middle Class,4.0,4.0,Yes,No,4.0,7.0,1.0,No,Yes,yes,71-80,2.0,2.0,Practical,8.0,Average
453,Female,Urban,Under Graduate,19.0,6.0,Mobile,Middle Class,3.0,5.0,Yes,No,7.0,8.0,1.0,Yes,No,yes,71-80,5.0,5.0,Theory,10.0,Good
455,Female,Rural,Under Graduate,20.0,7.0,Laptop,Middle Class,5.0,4.0,No,Yes,8.0,8.0,3.0,No,Yes,No,71-80,3.0,3.0,Both,8.0,Average
460,Male,Urban,Under Graduate,21.0,8.0,Laptop,Middle Class,5.0,3.0,No,Yes,8.0,5.0,1.0,No,Yes,No,91-100,4.0,4.0,Both,7.0,Average
463,Female,Urban,Under Graduate,20.0,9.0,Laptop,Middle Class,4.0,4.0,Yes,Yes,8.0,7.0,3.0,Yes,Yes,yes,81-90,3.0,2.0,Both,6.0,Average
464,Male,Urban,Under Graduate,23.0,6.0,Laptop,Middle Class,3.0,3.0,No,No,2.0,4.0,2.0,No,No,yes,61-70,3.0,3.0,Both,6.0,Good
465,Male,Urban,Under Graduate,18.0,5.0,Laptop,Middle Class,4.0,3.0,No,Yes,8.0,6.0,2.0,No,Yes,No,71-80,4.0,3.0,Practical,6.0,Average
466,Female,Urban,Under Graduate,18.0,5.0,Mobile,Middle Class,4.0,4.0,No,No,4.0,7.0,2.0,No,No,No,91-100,3.0,3.0,Practical,6.0,Average
467,Male,Urban,Under Graduate,21.0,8.0,Laptop,Middle Class,4.0,4.0,No,No,4.0,6.0,2.0,No,Yes,No,81-90,5.0,4.0,Both,8.0,Average
468,Female,Urban,Under Graduate,18.0,5.0,Laptop,Middle Class,4.0,2.0,No,Yes,4.0,7.0,3.0,No,No,No,81-90,2.0,2.0,Theory,5.0,Average
469,Female,Urban,Under Graduate,18.0,6.0,Laptop,Middle Class,4.0,5.0,Yes,No,4.0,6.0,2.0,No,Yes,No,91-100,3.0,3.0,Both,8.0,Average
470,Male,Rural,Post Graduate,23.0,8.0,Mobile,Middle Class,4.0,4.0,No,No,6.0,6.0,1.0,No,No,No,81-90,4.0,3.0,Practical,5.0,Good
473,Male,Rural,Post Graduate,21.0,9.0,Mobile,Middle Class,4.0,5.0,Yes,No,7.0,8.0,4.0,Yes,Yes,No,61-70,5.0,5.0,Practical,7.0,Average
475,Male,Urban,Under Graduate,17.0,5.0,Desktop,Middle Class,4.0,5.0,Yes,Yes,4.0,7.0,1.0,Yes,Yes,No,81-90,4.0,4.0,Both,8.0,Average
476,Male,Urban,School,18.0,5.0,Mobile,Middle Class,6.0,3.0,No,Yes,5.0,6.0,6.0,No,Yes,yes,51-60,2.0,2.0,Both,9.0,Average
477,Male,Urban,Under Graduate,21.0,7.0,Mobile,Middle Class,4.0,4.0,No,Yes,1.0,7.0,6.0,Yes,Yes,yes,61-70,1.0,1.0,Both,4.0,Average
480,Female,Rural,Under Graduate,22.0,5.0,Laptop,Middle Class,4.0,3.0,No,Yes,5.0,7.0,3.0,Yes,No,yes,61-70,3.0,2.0,Practical,5.0,Bad
482,Female,Urban,Under Graduate,23.0,6.0,Mobile,Middle Class,5.0,4.0,No,Yes,6.0,7.0,3.0,Yes,No,yes,91-100,3.0,5.0,Both,5.0,Average
483,Male,Rural,Post Graduate,21.0,3.0,Laptop,Middle Class,4.0,3.0,No,No,5.0,8.0,6.0,Yes,Yes,No,71-80,2.0,1.0,Practical,8.0,Average
484,Female,Rural,Under Graduate,22.0,5.0,Laptop,Middle Class,5.0,3.0,No,Yes,6.0,8.0,2.0,Yes,No,No,41-50,5.0,4.0,Both,8.0,Good
485,Male,Urban,Under Graduate,20.0,8.0,Laptop,Middle Class,5.0,5.0,Yes,Yes,7.0,8.0,3.0,Yes,Yes,No,91-100,5.0,5.0,Both,8.0,Good
486,Female,Urban,Under Graduate,20.0,6.0,Laptop,Middle Class,5.0,5.0,No,No,3.0,8.0,6.0,No,Yes,No,71-80,3.0,2.0,Theory,5.0,Bad
490,Male,Urban,Under Graduate,20.0,8.0,Mobile,Middle Class,5.0,4.0,Yes,Yes,4.0,6.0,3.0,Yes,Yes,No,61-70,4.0,4.0,Theory,8.0,Good
493,Male,Rural,Under Graduate,18.0,7.0,Mobile,Middle Class,5.0,3.0,Yes,No,1.0,9.0,1.0,Yes,No,No,71-80,3.0,3.0,Theory,6.0,Average
494,Female,Rural,Under Graduate,19.0,7.0,Mobile,Middle Class,4.0,3.0,No,Yes,5.0,5.0,2.0,No,No,yes,61-70,5.0,4.0,Theory,10.0,Good
495,Female,Rural,Under Graduate,20.0,7.0,Mobile,Middle Class,4.0,4.0,No,Yes,4.0,5.0,2.0,No,No,yes,71-80,5.0,5.0,Theory,10.0,Good
496,Female,Urban,Under Graduate,22.0,5.0,Mobile,Middle Class,5.0,2.0,Yes,Yes,5.0,4.0,1.0,Yes,No,yes,11-20,4.0,4.0,Theory,10.0,Good
497,Male,Rural,Under Graduate,21.0,8.0,Mobile,Middle Class,3.0,2.0,Yes,Yes,4.0,7.0,1.0,No,Yes,yes,61-70,4.0,3.0,Practical,7.0,Average
498,Male,Rural,Under Graduate,20.0,8.0,Laptop,Poor,6.0,3.0,No,Yes,3.0,6.0,1.0,Yes,Yes,No,81-90,3.0,3.0,Practical,7.0,Average
499,Male,Rural,School,18.0,10.0,Mobile,Middle Class,4.0,3.0,No,Yes,2.0,10.0,2.0,Yes,Yes,yes,81-90,3.0,3.0,Practical,7.0,Average
500,Male,Rural,School,18.0,10.0,Mobile,Middle Class,4.0,3.0,No,Yes,2.0,9.0,4.0,Yes,No,No,81-90,3.0,3.0,Practical,5.0,Average
501,Female,Rural,Under Graduate,19.0,5.0,Laptop,Middle Class,4.0,5.0,No,Yes,1.0,7.0,2.0,Yes,Yes,No,61-70,5.0,5.0,Practical,10.0,Good
502,Female,Rural,Under Graduate,20.0,6.0,Mobile,Rich,5.0,4.0,No,Yes,4.0,7.0,3.0,Yes,Yes,yes,71-80,5.0,4.0,Both,10.0,Good
503,Female,Urban,Under Graduate,19.0,6.0,Desktop,Middle Class,4.0,5.0,No,Yes,3.0,9.0,2.0,No,Yes,yes,71-80,4.0,3.0,Practical,8.0,Good
505,Female,Urban,Under Graduate,21.0,6.0,Laptop,Middle Class,5.0,3.0,No,Yes,7.0,7.0,2.0,Yes,Yes,No,61-70,4.0,3.0,Theory,7.0,Good
506,Female,Urban,Under Graduate,20.0,5.0,Mobile,Middle Class,4.0,4.0,Yes,Yes,4.0,8.0,4.0,Yes,Yes,yes,41-50,3.0,2.0,Theory,6.0,Good
507,Female,Urban,Under Graduate,20.0,8.0,Mobile,Middle Class,4.0,4.0,No,No,3.0,9.0,4.0,Yes,No,yes,61-70,4.0,4.0,Both,6.0,Good
508,Female,Rural,Under Graduate,19.0,5.0,Laptop,Middle Class,4.0,5.0,No,Yes,4.0,5.0,2.0,No,Yes,yes,71-80,5.0,5.0,Both,10.0,Good
510,Female,Urban,Under Graduate,19.0,6.0,Laptop,Middle Class,5.0,5.0,Yes,Yes,8.0,7.0,1.0,No,Yes,yes,81-90,4.0,4.0,Practical,8.0,Average
512,Female,Urban,Under Graduate,22.0,5.0,Laptop,Middle Class,4.0,4.0,No,Yes,6.0,6.0,3.0,No,Yes,yes,61-70,3.0,3.0,Theory,6.0,Average
514,Female,Rural,Under Graduate,23.0,5.0,Laptop,Middle Class,5.0,3.0,No,Yes,5.0,5.0,3.0,No,Yes,yes,61-70,3.0,3.0,Theory,6.0,Average
515,Male,Urban,Under Graduate,21.0,7.0,Laptop,Middle Class,4.0,4.0,Yes,Yes,6.0,7.0,2.0,No,Yes,yes,91-100,3.0,4.0,Practical,7.0,Average
516,Male,Urban,Under Graduate,20.0,6.0,Laptop,Middle Class,4.0,4.0,No,Yes,4.0,9.0,2.0,Yes,No,No,71-80,5.0,5.0,Theory,8.0,Good
517,Male,Urban,Under Graduate,20.0,6.0,Laptop,Middle Class,4.0,5.0,No,Yes,4.0,8.0,2.0,Yes,Yes,No,71-80,4.0,4.0,Both,8.0,Good
518,Male,Urban,Under Graduate,20.0,7.0,Laptop,Middle Class,3.0,5.0,Yes,No,4.0,8.0,2.0,Yes,Yes,yes,81-90,4.0,4.0,Both,9.0,Good
519,Male,Urban,Under Graduate,20.0,7.0,Laptop,Middle Class,3.0,2.0,No,No,5.0,7.0,1.0,Yes,Yes,No,71-80,1.0,1.0,Both,6.0,Bad
520,Male,Urban,Under Graduate,20.0,6.0,Laptop,Middle Class,4.0,5.0,Yes,No,2.0,8.0,6.0,Yes,Yes,yes,81-90,2.0,1.0,Both,7.0,Bad
521,Male,Urban,Under Graduate,20.0,6.0,Mobile,Middle Class,5.0,3.0,No,Yes,3.0,7.0,2.0,No,Yes,No,71-80,4.0,4.0,Theory,7.0,Average
522,Female,Urban,Under Graduate,20.0,5.0,Laptop,Middle Class,4.0,5.0,No,Yes,3.0,6.0,1.0,No,Yes,yes,61-70,5.0,5.0,Theory,10.0,Good
524,Male,Urban,Under Graduate,20.0,6.0,Laptop,Middle Class,4.0,4.0,No,No,3.0,8.0,2.0,Yes,No,No,71-80,3.0,2.0,Both,6.0,Average
526,Male,Urban,Under Graduate,21.0,7.0,Laptop,Middle Class,6.0,3.0,No,No,8.0,8.0,4.0,Yes,Yes,No,81-90,1.0,2.0,Both,5.0,Bad
528,Male,Urban,Under Graduate,20.0,7.0,Laptop,Middle Class,4.0,4.0,No,Yes,7.0,5.0,4.0,Yes,Yes,yes,71-80,4.0,3.0,Both,6.0,Average
529,Female,Urban,Under Graduate,20.0,6.0,Mobile,Middle Class,4.0,4.0,Yes,No,6.0,9.0,2.0,Yes,No,No,71-80,3.0,2.0,Both,6.0,Average
530,Male,Urban,Under Graduate,19.0,6.0,Laptop,Middle Class,4.0,4.0,No,No,3.0,8.0,2.0,Yes,Yes,No,81-90,3.0,3.0,Both,5.0,Average
531,Female,Urban,Under Graduate,20.0,6.0,Mobile,Middle Class,4.0,4.0,Yes,No,3.0,10.0,4.0,Yes,No,yes,51-60,5.0,4.0,Theory,8.0,Good
532,Male,Urban,Under Graduate,21.0,6.0,Laptop,Middle Class,4.0,4.0,Yes,Yes,3.0,7.0,2.0,Yes,Yes,yes,81-90,4.0,4.0,Both,8.0,Good
533,Male,Urban,Under Graduate,20.0,7.0,Laptop,Middle Class,6.0,3.0,Yes,Yes,8.0,7.0,2.0,Yes,Yes,yes,81-90,3.0,3.0,Both,6.0,Good
534,Female,Urban,School,20.0,6.0,Laptop,Middle Class,5.0,4.0,Yes,No,3.0,8.0,2.0,No,Yes,No,71-80,4.0,4.0,Practical,8.0,Good
535,Male,Urban,Under Graduate,21.0,7.0,Laptop,Middle Class,3.0,3.0,Yes,Yes,7.0,5.0,1.0,No,Yes,No,81-90,3.0,3.0,Both,6.0,Average
537,Female,Urban,School,20.0,6.0,Laptop,Rich,5.0,5.0,Yes,No,4.0,6.0,4.0,No,Yes,No,71-80,3.0,3.0,Theory,5.0,Good
539,Male,Urban,School,18.0,6.0,Mobile,Middle Class,3.0,3.0,No,No,3.0,8.0,1.0,Yes,Yes,yes,71-80,3.0,4.0,Both,5.0,Average
540,Male,Urban,Under Graduate,18.0,8.0,Laptop,Middle Class,4.0,5.0,Yes,Yes,7.0,8.0,1.0,Yes,Yes,No,71-80,2.0,1.0,Theory,9.0,Bad
541,Female,Urban,Under Graduate,20.0,7.0,Laptop,Middle Class,4.0,5.0,Yes,No,4.0,8.0,2.0,No,Yes,yes,81-90,5.0,5.0,Both,9.0,Average
542,Male,Rural,Under Graduate,18.0,7.0,Mobile,Middle Class,6.0,4.0,No,Yes,5.0,8.0,2.0,Yes,No,No,51-60,2.0,3.0,Practical,6.0,Average
544,Male,Rural,Under Graduate,20.0,6.0,Mobile,Middle Class,4.0,2.0,Yes,Yes,2.0,8.0,1.0,Yes,No,yes,71-80,3.0,3.0,Both,9.0,Average
545,Male,Urban,School,20.0,7.0,Mobile,Middle Class,4.0,4.0,Yes,Yes,3.0,6.0,4.0,Yes,Yes,yes,71-80,3.0,3.0,Practical,8.0,Average
546,Male,Urban,Under Graduate,21.0,7.0,Laptop,Middle Class,4.0,4.0,Yes,Yes,5.0,7.0,3.0,Yes,Yes,No,91-100,3.0,3.0,Both,7.0,Average
547,Female,Urban,Under Graduate,17.0,5.0,Laptop,Middle Class,6.0,4.0,No,Yes,6.0,8.0,1.0,No,Yes,No,91-100,3.0,3.0,Practical,5.0,Average
549,Male,Rural,Under Graduate,17.0,8.0,Desktop,Middle Class,4.0,3.0,Yes,Yes,4.0,7.0,2.0,Yes,Yes,No,81-90,4.0,3.0,Both,6.0,Average
551,Male,Urban,Under Graduate,19.0,5.0,Mobile,Middle Class,3.0,5.0,Yes,Yes,6.0,6.0,2.0,Yes,Yes,yes,81-90,5.0,5.0,Both,10.0,Good
552,Male,Urban,Under Graduate,20.0,5.0,Laptop,Middle Class,6.0,5.0,Yes,Yes,6.0,6.0,2.0,Yes,Yes,yes,81-90,3.0,3.0,Both,8.0,Good
553,Male,Rural,Under Graduate,18.0,7.0,Laptop,Middle Class,4.0,2.0,Yes,Yes,4.0,8.0,2.0,Yes,Yes,yes,81-90,3.0,2.0,Both,6.0,Bad
554,Male,Urban,Under Graduate,20.0,6.0,Laptop,Middle Class,3.0,4.0,No,Yes,7.0,8.0,2.0,Yes,Yes,No,81-90,3.0,2.0,Practical,7.0,Average
555,Male,Rural,Under Graduate,20.0,7.0,Laptop,Middle Class,5.0,3.0,No,No,7.0,6.0,1.0,Yes,Yes,No,91-100,4.0,3.0,Practical,7.0,Average
556,Male,Urban,Under Graduate,20.0,7.0,Laptop,Middle Class,3.0,3.0,Yes,No,3.0,5.0,2.0,Yes,No,No,51-60,3.0,3.0,Practical,6.0,Good
557,Male,Urban,Under Graduate,20.0,7.0,Laptop,Middle Class,3.0,3.0,Yes,Yes,4.0,7.0,1.0,Yes,Yes,No,71-80,3.0,3.0,Practical,8.0,Average
558,Male,Rural,Under Graduate,18.0,7.0,Laptop,Middle Class,4.0,3.0,No,Yes,7.0,7.0,2.0,Yes,Yes,yes,91-100,3.0,4.0,Practical,6.0,Average
559,Female,Urban,Post Graduate,18.0,7.0,Laptop,Middle Class,4.0,3.0,No,Yes,4.0,6.0,2.0,No,No,No,81-90,2.0,1.0,Theory,4.0,Average
560,Male,Urban,Under Graduate,21.0,7.0,Laptop,Middle Class,4.0,4.0,No,Yes,6.0,7.0,2.0,Yes,Yes,No,81-90,4.0,3.0,Practical,7.0,Average
561,Male,Rural,Under Graduate,20.0,6.0,Laptop,Middle Class,4.0,3.0,No,No,4.0,8.0,2.0,No,Yes,No,81-90,1.0,3.0,Both,8.0,Bad
562,Male,Rural,Under Graduate,18.0,7.0,Laptop,Middle Class,4.0,3.0,Yes,Yes,2.0,7.0,1.0,Yes,No,No,71-80,1.0,1.0,Both,3.0,Bad
563,Male,Rural,Under Graduate,17.0,8.0,Mobile,Middle Class,4.0,4.0,No,No,7.0,7.0,2.0,Yes,Yes,No,81-90,3.0,4.0,Theory,7.0,Average
564,Male,Rural,Under Graduate,18.0,6.0,Mobile,Middle Class,4.0,2.0,Yes,Yes,1.0,7.0,4.0,Yes,No,No,41-50,2.0,2.0,Practical,5.0,Bad
565,Female,Urban,Under Graduate,20.0,6.0,Laptop,Middle Class,4.0,2.0,No,No,6.0,7.0,2.0,No,No,No,81-90,1.0,2.0,Theory,5.0,Average
567,Male,Rural,Post Graduate,17.0,8.0,Laptop,Middle Class,4.0,3.0,Yes,Yes,4.0,9.0,2.0,No,Yes,yes,61-70,1.0,2.0,Practical,6.0,Bad
568,Male,Rural,Under Graduate,18.0,6.0,Mobile,Middle Class,4.0,3.0,No,Yes,8.0,8.0,4.0,No,No,yes,81-90,4.0,5.0,Practical,9.0,Average
569,Male,Urban,Post Graduate,19.0,8.0,Mobile,Middle Class,4.0,4.0,No,No,3.0,6.0,1.0,No,Yes,No,81-90,4.0,3.0,Theory,7.0,Average
