,Gender,Home Location,Level of Education,Age(Years),Number of Subjects,Device type used to attend classes,Economic status,Family size,Internet facility in your locality,Are you involved in any sports?,Do elderly people monitor you?,Study time (Hours),Sleep time (Hours),Time spent on social media (Hours),Interested in Gaming?,Have separate room for studying?,Engaged in group studies?,Average marks scored before pandemic in traditional classroom,Your interaction in online mode,Clearing doubts with faculties in online mode,Interested in?,Performance in online,Your level of satisfaction in Online Education
330,Male,Rural,Under Graduate,20,8,Laptop,Middle Class,5,4,No,No,1,8,3,No,Yes,yes,75.5,1,1,Both,8,Good
331,Female,Urban,Under Graduate,20,9,Laptop,Middle Class,4,3,No,No,3,7,4,No,Yes,No,75.5,2,2,Theory,5,Average
332,Female,Urban,School,20,6,Laptop,Middle Class,4,5,Yes,Yes,5,9,3,Yes,Yes,yes,85.5,3,1,Both,6,Bad
333,Female,Urban,Under Graduate,19,7,Laptop,Rich,4,5,No,Yes,5,4,2,No,Yes,yes,85.5,3,2,Both,4,Bad
334,Female,Urban,Under Graduate,19,7,Laptop,Middle Class,4,4,No,No,2,8,3,No,No,yes,85.5,3,2,Theory,9,Average
335,Male,Urban,Under Graduate,18,6,Laptop,Middle Class,4,5,Yes,Yes,1,6,4,Yes,No,yes,75.5,3,3,Practical,4,Average
336,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,4,Yes,No,4,4,2,Yes,Yes,No,85.5,3,3,Both,9,Average
337,Male,Urban,Under Graduate,20,7,Mobile,Middle Class,4,5,No,Yes,1,7,3,No,Yes,No,85.5,2,3,Both,6,Average
338,Male,Urban,Under Graduate,19,8,Mobile,Middle Class,4,4,Yes,No,6,8,1,Yes,No,No,85.5,4,4,Practical,8,Bad
339,Male,Rural,Under Graduate,20,9,Laptop,Middle Class,3,4,Yes,No,4,9,3,No,Yes,No,85.5,2,2,Practical,6,Average
340,Male,Urban,Under Graduate,20,6,Desktop,Middle Class,3,5,No,No,10,8,2,Yes,Yes,No,95.5,2,1,Both,8,Bad
341,Male,Rural,Under Graduate,19,9,Laptop,Middle Class,4,1,Yes,Yes,2,7,2,No,Yes,No,85.5,3,3,Both,9,Average
342,Female,Urban,Under Graduate,19,6,Laptop,Middle Class,3,3,No,Yes,5,9,3,No,Yes,No,85.5,1,2,Both,3,Average
343,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,5,Yes,No,4,8,4,Yes,Yes,No,75.5,3,3,Practical,7,Average
344,Female,Urban,Under Graduate,20,6,Laptop,Middle Class,4,5,Yes,No,4,7,2,No,No,yes,85.5,3,4,Practical,7,Good
345,Female,Urban,Under Graduate,20,7,Mobile,Middle Class,4,3,Yes,No,2,5,5,No,Yes,yes,95.5,2,3,Both,8,Average
346,Female,Rural,School,20,8,Laptop,Middle Class,10,3,Yes,Yes,5,6,2,No,Yes,yes,75.5,4,4,Practical,8,Good
347,Male,Urban,School,20,6,Laptop,Middle Class,4,4,Yes,No,5,6,2,Yes,Yes,No,55.5,2,2,Practical,6,Average
348,Male,Rural,Under Graduate,19,8,Mobile,Middle Class,4,4,No,No,6,7,3,Yes,No,No,85.5,2,3,Practical,5,Bad
349,Male,Urban,Under Graduate,20,1,Desktop,Middle Class,3,5,Yes,Yes,1,7,1,Yes,Yes,No,65.5,3,5,Both,10,Good
350,Female,Urban,Under Graduate,21,8,Mobile,Middle Class,4,4,No,No,7,7,2,Yes,No,No,85.5,4,3,Practical,7,Average
351,Female,Rural,Under Graduate,21,9,Laptop,Middle Class,3,3,No,No,6,7,3,Yes,Yes,No,75.5,3,2,Both,4,Average
352,Male,Urban,Under Graduate,19,7,Mobile,Middle Class,4,4,No,Yes,4,6,3,No,Yes,yes,85.5,3,4,Both,8,Average
353,Male,Urban,Under Graduate,22,8,Mobile,Middle Class,8,3,Yes,Yes,3,6,2,Yes,No,No,75.5,3,3,Both,8,Average
354,Female,Urban,Under Graduate,18,7,Laptop,Rich,4,5,Yes,Yes,4,7,3,No,Yes,yes,85.5,3,3,Theory,7,Good
355,Female,Urban,Under Graduate,19,7,Laptop,Middle Class,5,4,Yes,Yes,1,5,3,No,No,No,75.5,1,1,Theory,8,Bad
356,Female,Urban,Under Graduate,21,3,Laptop,Middle Class,10,5,No,Yes,3,8,1,No,No,No,85.5,2,2,Practical,6,Bad
357,Male,Urban,Under Graduate,20,7,Laptop,Rich,4,4,Yes,No,3,3,3,No,No,No,75.5,4,4,Both,10,Bad
358,Male,Rural,School,19,5,Laptop,Middle Class,8,2,No,No,4,7,1,Yes,Yes,No,85.5,2,4,Both,5,Bad
359,Female,Urban,Under Graduate,20,7,Laptop,Middle Class,4,4,No,No,3,6,5,Yes,Yes,yes,75.5,2,2,Theory,6,Bad
360,Female,Urban,Under Graduate,22,4,Laptop,Middle Class,4,4,Yes,No,3,6,7,Yes,No,No,65.5,4,4,Practical,10,Good
361,Female,Urban,Under Graduate,21,8,Mobile,Middle Class,4,4,Yes,Yes,5,4,3,No,Yes,yes,85.5,3,3,Theory,9,Average
362,Male,Urban,Under Graduate,20,8,Laptop,Middle Class,4,3,Yes,Yes,4,5,3,Yes,No,No,75.5,2,2,Both,6,Average
363,Female,Urban,Under Graduate,21,9,Mobile,Middle Class,5,4,No,Yes,4,7,3,Yes,No,No,15.5,2,1,Theory,5,Bad
364,Male,Urban,Under Graduate,20,8,Laptop,Middle Class,2,5,Yes,Yes,3,7,4,Yes,Yes,No,75.5,5,3,Both,8,Average
365,Male,Urban,Under Graduate,20,8,Laptop,Middle Class,6,4,No,Yes,3,7,1,Yes,No,No,85.5,1,1,Theory,6,Average
366,Male,Urban,School,19,7,Laptop,Rich,3,4,Yes,No,2,8,4,No,No,yes,95.5,3,1,Both,8,Average
367,Female,Urban,Post Graduate,23,20,Mobile,Middle Class,5,5,No,No,1,9,8,Yes,No,No,85.5,2,1,Theory,5,Bad
368,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,5,5,No,No,6,7,3,No,Yes,No,75.5,3,3,Practical,7,Average
369,Female,Urban,Under Graduate,20,9,Laptop,Middle Class,4,4,No,Yes,3,6,2,Yes,Yes,No,85.5,3,2,Both,6,Average
370,Male,Urban,School,18,4,Laptop,Middle Class,4,5,Yes,No,2,7,3,No,No,No,85.5,2,1,Theory,8,Average
371,Male,Rural,Under Graduate,19,7,Laptop,Middle Class,4,5,No,Yes,5,7,5,Yes,No,No,95.5,1,2,Theory,10,Average
372,Male,Urban,Under Graduate,19,5,Laptop,Middle Class,3,5,No,No,5,6,1,No,Yes,yes,85.5,2,3,Practical,7,Bad
373,Male,Rural,Under Graduate,19,5,Mobile,Middle Class,4,2,Yes,Yes,5,6,2,Yes,No,No,85.5,3,3,Practical,6,Good
374,Female,Urban,Under Graduate,20,7,Laptop,Rich,4,4,Yes,Yes,3,8,3,No,Yes,yes,85.5,3,4,Practical,6,Average
375,Female,Rural,Under Graduate,20,7,Laptop,Middle Class,5,3,No,No,5,8,5,No,Yes,No,85.5,1,1,Practical,2,Bad
376,Male,Rural,Under Graduate,21,7,Laptop,Middle Class,6,4,Yes,No,4,6,3,Yes,Yes,No,85.5,3,2,Practical,8,Bad
377,Male,Urban,Under Graduate,20,4,Laptop,Rich,4,5,No,No,1,6,2,Yes,No,No,65.5,1,1,Both,8,Bad
378,Male,Urban,Under Graduate,18,6,Laptop,Middle Class,4,3,No,No,7,7,3,No,No,No,85.5,1,1,Practical,2,Bad
379,Female,Urban,Under Graduate,20,7,Laptop,Middle Class,4,4,No,No,2,7,8,No,Yes,yes,75.5,2,3,Practical,6,Average
380,Female,Urban,Under Graduate,20,8,Laptop,Middle Class,5,5,Yes,Yes,4,7,2,No,Yes,No,85.5,2,2,Practical,5,Bad
381,Male,Urban,Under Graduate,19,4,Mobile,Middle Class,4,3,Yes,Yes,2,8,2,Yes,Yes,yes,55.5,2,1,Practical,3,Average
382,Male,Urban,Under Graduate,19,7,Laptop,Middle Class,5,5,Yes,No,2,6,4,No,No,No,85.5,2,1,Both,5,Bad
383,Female,Rural,Under Graduate,19,8,Laptop,Middle Class,4,3,No,No,2,6,3,No,Yes,No,95.5,4,2,Both,6,Average
384,Male,Urban,Under Graduate,20,6,Mobile,Middle Class,4,3,Yes,Yes,2,7,4,No,Yes,No,75.5,2,2,Practical,6,Bad
385,Female,Urban,Under Graduate,19,7,Laptop,Middle Class,6,2,No,Yes,1,8,3,No,Yes,No,95.5,3,1,Both,4,Bad
386,Male,Urban,Under Graduate,21,6,Laptop,Middle Class,4,4,No,No,7,6,1,No,No,No,65.5,1,1,Practical,7,Good
387,Male,Urban,Under Graduate,21,7,Laptop,Middle Class,4,3,No,No,2,6,4,Yes,Yes,No,65.5,2,2,Both,6,Average
388,Male,Urban,Under Graduate,19,7,Laptop,Rich,4,5,Yes,No,4,6,2,Yes,No,No,95.5,1,1,Both,2,Bad
